DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 220.45 137 54 -143 W- 1 80.4 245.149 -149 43 172
W+ 1 80.4 195.456 -147 91 -43 W- 1 80.4 180.037 144 -58 43
b_quark 0 4.18 140.298 15 120 71 b_quark 0 4.18 171.11 -59 -124 -102
b_quark 0 4.18 116.771 -45 -107 12 b_quark 0 4.18 168.53 -2 155 66
b_quark 0 4.18 155.71 128 38 -80 b_quark 0 4.18 135.777 -115 -3 72
b_quark 0 4.18 87.1405 18 -84 -14 b_quark 0 4.18 149.514 76 100 81
b_quark 0 4.18 174.409 81 44 148 b_quark 0 4.18 201.937 -149 -8 -136
tau+ 0 1.78 84.6178 -80 -9 -26 tau- 0 1.78 87.4538 74 45 -12
b_quark 0 4.18 114.667 -49 103 11 b_quark 0 4.18 177.864 45 -168 37
b_quark 0 4.18 114.435 -66 91 -21 b_quark 0 4.18 157.891 152 -32 -28
b_quark 0 4.18 110.813 47 -78 63 b_quark 0 4.18 172.938 -100 -3 -141
b_quark 0 4.18 131.474 -40 -28 -122 b_quark 0 4.18 201.55 125 -4 158
b_quark 0 4.18 146.197 98 -94 -54 b_quark 0 4.18 188.092 -140 119 40
b_quark 0 4.18 195.342 -107 -126 -104 b_quark 0 4.18 166.525 38 138 85
b_quark 0 4.18 195.342 146 128 21 b_quark 0 4.18 106.37 -62 -82 -27
b_quark 0 4.18 158.248 -80 120 65 b_quark 0 4.18 192.222 46 -160 -96
b_quark 0 4.18 205.532 -21 -141 -148 b_quark 0 4.18 146.695 10 69 129
b_quark 0 4.18 187.1 -61 -128 122 b_quark 0 4.18 223.767 -17 78 -209
b_quark 0 4.18 128.621 29 58 111 b_quark 0 4.18 60.8808 -52 12 -29
b_quark 0 4.18 120.43 6 115 35 b_quark 0 4.18 81.6546 -64 -23 45
W+ 1 80.4 211.531 -117 -96 124 W- 1 80.4 245.63 173 54 -145
W+ 1 80.4 194.726 127 -14 -123 W- 1 80.4 212.533 -151 56 113
b_quark 0 4.18 76.5864 54 -4 54 b_quark 0 4.18 54.6212 21 5 -50
b_quark 0 4.18 39.4775 9 4 38 b_quark 0 4.18 108.658 -56 -93 -2
b_quark 0 4.18 159.184 -40 39 -149 b_quark 0 4.18 213.777 57 -35 203
b_quark 0 4.18 95.3073 -79 53 4 b_quark 0 4.18 173.84 97 -137 45
b_quark 0 4.18 98.628 42 -89 -5 b_quark 0 4.18 186.581 -3 181 -45
b_quark 0 4.18 134.456 -94 -75 60 b_quark 0 4.18 156.472 144 39 -47
W+ 1 80.4 156.774 89 28 97 W- 1 80.4 109.422 -12 71 -18
tau+ 0 1.78 108.937 70 -60 58 tau- 0 1.78 159.678 -62 -25 -145
W+ 1 80.4 218.104 70 138 131 W- 1 80.4 201.874 22 -118 -141
W+ 1 80.4 108.49 -16 -45 55 W- 1 80.4 155.522 99 89 -1
b_quark 0 4.18 154.128 79 -96 -91 b_quark 0 4.18 204.957 -102 31 175
W+ 1 80.4 123.098 72 -36 47 W- 1 80.4 168.479 -11 134 -62
W+ 1 80.4 154.59 55 -120 -3 W- 1 80.4 149.62 -45 64 99
W+ 1 80.4 171.576 23 -67 -134 W- 1 80.4 250.941 -55 99 209
b_quark 0 4.18 143.504 -56 -4 -132 b_quark 0 4.18 201.016 114 -13 165
b_quark 0 4.18 137.799 -19 -63 -121 b_quark 0 4.18 125.883 -6 103 72
b_quark 0 4.18 143.831 91 -58 -95 b_quark 0 4.18 157.783 3 62 145
tau+ 0 1.78 167.228 -123 17 -112 tau- 0 1.78 216.943 129 -12 174
W+ 1 80.4 145.321 -43 6 -113 W- 1 80.4 132.673 101 19 24
W+ 1 80.4 162.936 -140 22 0 W- 1 80.4 223.363 181 -71 -75
b_quark 0 4.18 135.67 81 -58 -92 b_quark 0 4.18 131.295 -36 -42 119
b_quark 0 4.18 84.4362 -10 64 54 b_quark 0 4.18 92.7711 -88 29 -2
b_quark 0 4.18 160.011 -31 -135 80 b_quark 0 4.18 244.731 -56 218 -96
b_quark 0 4.18 161.798 -99 -126 22 b_quark 0 4.18 226.386 50 213 -58
b_quark 0 4.18 119.292 -48 -50 -97 b_quark 0 4.18 185.654 24 57 175
b_quark 0 4.18 139.637 -64 3 124 b_quark 0 4.18 92.3118 68 6 -62
W+ 1 80.4 185.087 114 -109 -54 W- 1 80.4 226.921 -138 124 103
tau+ 0 1.78 87.762 61 57 27 tau- 0 1.78 176.04 -93 -147 27
b_quark 0 4.18 168.791 -134 71 -74 b_quark 0 4.18 219.143 155 -110 109
b_quark 0 4.18 118.556 -87 -50 63 b_quark 0 4.18 205.381 136 68 -138
b_quark 0 4.18 184.509 -119 124 67 b_quark 0 4.18 274.488 147 -214 -89
b_quark 0 4.18 144.314 28 75 120 b_quark 0 4.18 167.674 -92 -132 -47
b_quark 0 4.18 173.512 -88 99 112 b_quark 0 4.18 130.796 88 -75 -61
W+ 1 80.4 145.939 105 47 40 W- 1 80.4 185.823 -141 21 -88
W+ 1 80.4 158.878 0 -137 -3 W- 1 80.4 223.728 -34 203 -35
b_quark 0 4.18 170.048 113 -77 101 b_quark 0 4.18 214.211 -88 125 -150
W+ 1 80.4 110.155 10 -23 -71 W- 1 80.4 205.5 -17 89 166
b_quark 0 4.18 185.425 -110 -149 -8 b_quark 0 4.18 267.033 137 214 82
b_quark 0 4.18 110.284 20 9 -108 b_quark 0 4.18 133.542 -2 44 126
b_quark 0 4.18 78.6351 78 -1 9 b_quark 0 4.18 158.532 -143 -21 -65
b_quark 0 4.18 165.395 144 79 19 b_quark 0 4.18 242.03 -176 -159 48
tau+ 0 1.78 143.203 12 -74 -122 tau- 0 1.78 213.007 -76 28 197
b_quark 0 4.18 110.876 -16 -106 -28 b_quark 0 4.18 126.899 -58 109 29
b_quark 0 4.18 183.558 54 122 -126 b_quark 0 4.18 218.684 13 -194 100
b_quark 0 4.18 191.425 19 -128 141 b_quark 0 4.18 182.799 14 89 -159
Z 1 91.2 186.476 42 116 106 Z 1 91.2 191.474 -126 -105 -38
b_quark 0 4.18 116.153 3 3 116 b_quark 0 4.18 102.988 61 12 -82
b_quark 0 4.18 108.011 2 38 -101 b_quark 0 4.18 189.508 -52 -54 174
b_quark 0 4.18 144.348 -53 37 129 b_quark 0 4.18 139.167 83 -19 -110
W+ 1 80.4 157.309 -67 -73 -92 W- 1 80.4 111.665 76 -15 2
b_quark 0 4.18 207.785 98 127 132 b_quark 0 4.18 208.812 -139 -150 -42
b_quark 0 4.18 186.222 -17 136 126 b_quark 0 4.18 156.091 -73 -73 -117
W+ 1 80.4 197.264 52 -111 132 W- 1 80.4 199.432 44 38 -173
b_quark 0 4.18 170.407 106 64 -117 b_quark 0 4.18 201.391 -178 24 91
b_quark 0 4.18 171.206 99 113 82 b_quark 0 4.18 188.646 -17 -100 -159
tau+ 0 1.78 131.682 -58 -7 118 tau- 0 1.78 219.096 152 -80 -136
b_quark 0 4.18 117.658 12 59 101 b_quark 0 4.18 89.3055 41 6 -79
b_quark 0 4.18 184.368 118 -139 -27 b_quark 0 4.18 76.1871 -29 61 -35
Z 1 91.2 153.65 101 61 -37 Z 1 91.2 222.287 -143 -106 97
b_quark 0 4.18 216.434 -84 143 -139 b_quark 0 4.18 148.981 15 -112 97
b_quark 0 4.18 180.409 135 -119 12 b_quark 0 4.18 282.622 -180 197 -93
b_quark 0 4.18 71.1018 -69 9 -14 b_quark 0 4.18 151.114 151 -4 -1
W+ 1 80.4 163.325 61 71 -107 W- 1 80.4 169.083 -80 -83 94
b_quark 0 4.18 157.605 -43 -142 53 b_quark 0 4.18 160.613 17 71 -143
b_quark 0 4.18 222.923 -139 130 -116 b_quark 0 4.18 184.335 80 -151 69
W+ 1 80.4 121.038 48 -59 49 W- 1 80.4 151.915 -113 -38 -49
b_quark 0 4.18 125.114 56 76 -82 b_quark 0 4.18 189.332 -14 -88 167
b_quark 0 4.18 40.0933 17 26 25 b_quark 0 4.18 156.957 -20 -113 -107
W+ 1 80.4 167.747 -119 -55 -67 W- 1 80.4 209.555 75 132 120
b_quark 0 4.18 146.258 17 86 -117 b_quark 0 4.18 100.66 -25 -93 29
W+ 1 80.4 149.674 -43 92 75 W- 1 80.4 206.925 97 -148 -71
b_quark 0 4.18 193.089 -131 128 61 b_quark 0 4.18 266.262 59 -209 -154
W+ 1 80.4 161.075 102 -41 86 W- 1 80.4 219.039 -101 137 -112
b_quark 0 4.18 143.689 96 73 78 b_quark 0 4.18 159.269 -135 -68 -50
tau+ 0 1.78 157.43 -93 -126 -16 tau- 0 1.78 188.449 142 55 111
b_quark 0 4.18 199.744 -98 -126 -120 b_quark 0 4.18 206.723 146 125 76
W+ 1 80.4 157.56 -114 57 -46 W- 1 80.4 208.754 57 -157 96
b_quark 0 4.18 146.951 142 18 -33 b_quark 0 4.18 211.954 -209 35 1
b_quark 0 4.18 180.722 145 97 47 b_quark 0 4.18 251.059 -207 0 -142
b_quark 0 4.18 95.9764 87 -37 -16 b_quark 0 4.18 179.172 -50 127 116
b_quark 0 4.18 198.876 -122 109 -113 b_quark 0 4.18 95.9504 81 -48 18
tau+ 0 1.78 123.92 -13 100 -72 tau- 0 1.78 83.1395 -58 -52 29
b_quark 0 4.18 157.173 -109 113 6 b_quark 0 4.18 157.872 116 -107 1
b_quark 0 4.18 167.483 68 135 -72 b_quark 0 4.18 192.519 -106 -153 49
b_quark 0 4.18 113.166 -20 -110 -17 b_quark 0 4.18 90.7715 23 42 77
W+ 1 80.4 109.312 -60 21 -38 W- 1 80.4 177.646 109 -107 42
b_quark 0 4.18 113.888 -29 104 36 b_quark 0 4.18 93.0509 -63 -64 -24
b_quark 0 4.18 95.4383 21 -55 -75 b_quark 0 4.18 80.6379 -76 15 22
b_quark 0 4.18 96.8219 -59 -10 -76 b_quark 0 4.18 144.345 143 15 -12
b_quark 0 4.18 152.314 87 -123 -22 b_quark 0 4.18 229.141 -30 222 -48
W+ 1 80.4 178.623 -88 3 -133 W- 1 80.4 197.302 120 80 108
b_quark 0 4.18 118.307 -17 93 71 b_quark 0 4.18 204.156 55 -189 -54
b_quark 0 4.18 164.452 -89 -109 -85 b_quark 0 4.18 185.166 128 98 91
b_quark 0 4.18 202.888 72 -129 -139 b_quark 0 4.18 277.358 -95 138 221
b_quark 0 4.18 104.63 -93 -16 45 b_quark 0 4.18 183.419 82 105 -126
b_quark 0 4.18 118.002 55 51 91 b_quark 0 4.18 168.889 -68 -41 -149
b_quark 0 4.18 125.074 -48 91 -71 b_quark 0 4.18 60.5844 8 -33 50
b_quark 0 4.18 124.38 28 115 -38 b_quark 0 4.18 112.621 67 -44 79
b_quark 0 4.18 108.058 39 57 83 b_quark 0 4.18 104.635 39 -1 -97
Z 1 91.2 151.365 100 63 25 Z 1 91.2 229.901 -169 -126 -10
W+ 1 80.4 127.288 79 -59 4 W- 1 80.4 161.722 -140 3 9
b_quark 0 4.18 95.0709 58 44 61 b_quark 0 4.18 101.521 -77 54 38
b_quark 0 4.18 139.329 55 -67 -109 b_quark 0 4.18 243.293 -110 65 207
W+ 1 80.4 166.316 138 37 28 W- 1 80.4 137.012 -48 -98 20
b_quark 0 4.18 202.033 140 140 -40 b_quark 0 4.18 235.058 -103 -201 65
b_quark 0 4.18 151.801 -29 48 -141 b_quark 0 4.18 103.67 -65 27 76
b_quark 0 4.18 141.744 36 -137 -3 b_quark 0 4.18 163.91 50 150 43
b_quark 0 4.18 151.17 11 -67 135 b_quark 0 4.18 148.396 -52 120 -70
b_quark 0 4.18 192.306 78 -116 -132 b_quark 0 4.18 69.271 -32 34 51
W+ 1 80.4 208.569 38 -117 -148 W- 1 80.4 249.002 -129 176 89
b_quark 0 4.18 200.528 -128 137 71 b_quark 0 4.18 288.398 212 -184 -66
b_quark 0 4.18 194.248 -83 99 145 b_quark 0 4.18 158.422 34 -100 -118
b_quark 0 4.18 143.682 51 125 49 b_quark 0 4.18 128.866 28 -117 46
W+ 1 80.4 216.763 -115 144 81 W- 1 80.4 216.451 153 -87 -97
tau+ 0 1.78 78.9187 -76 -20 7 tau- 0 1.78 76.8126 38 33 -58
b_quark 0 4.18 215.243 150 104 114 b_quark 0 4.18 115.445 -70 -39 -83
b_quark 0 4.18 87.427 73 44 -19 b_quark 0 4.18 107.236 -21 -104 -15
W+ 1 80.4 127.237 40 50 -75 W- 1 80.4 139.55 -60 -97 -1
b_quark 0 4.18 129.994 -71 -104 -32 b_quark 0 4.18 68.9527 7 68 8
b_quark 0 4.18 68.7566 -55 -2 41 b_quark 0 4.18 18.9334 -18 -4 1
W+ 1 80.4 143.283 44 -39 103 W- 1 80.4 221.4 -65 77 -180
W+ 1 80.4 169.204 -141 38 -29 W- 1 80.4 150.805 113 22 55
b_quark 0 4.18 140.451 -114 -77 28 b_quark 0 4.18 156.187 156 -4 -5
b_quark 0 4.18 155.613 122 17 95 b_quark 0 4.18 265.033 -220 60 -135
b_quark 0 4.18 110.016 97 -39 -34 b_quark 0 4.18 235.91 -192 76 114
b_quark 0 4.18 94.8023 13 55 76 b_quark 0 4.18 192.241 -73 -41 -173
W+ 1 80.4 194.513 -109 119 -73 W- 1 80.4 237.407 197 -105 8
b_quark 0 4.18 49.8746 -30 -7 -39 b_quark 0 4.18 79.9279 11 65 -45
W+ 1 80.4 216.484 126 -93 -126 W- 1 80.4 169.464 -73 5 130
b_quark 0 4.18 107.273 5 -88 -61 b_quark 0 4.18 159.008 -77 29 136
W+ 1 80.4 176.42 0 -114 108 W- 1 80.4 143.576 -65 95 -30
b_quark 0 4.18 154.057 -10 120 96 b_quark 0 4.18 231.703 39 -218 -68
b_quark 0 4.18 198.813 -103 -150 -80 b_quark 0 4.18 137.878 100 92 23
b_quark 0 4.18 95.0604 37 45 75 b_quark 0 4.18 196.925 -120 -139 -71
b_quark 0 4.18 72.6324 35 57 -28 b_quark 0 4.18 205.627 -123 -144 80
W+ 1 80.4 184.006 -147 76 -3 W- 1 80.4 231.632 210 -55 -8
b_quark 0 4.18 147.88 -95 -99 55 b_quark 0 4.18 195.889 175 49 -73
b_quark 0 4.18 128.866 -50 -75 -92 b_quark 0 4.18 80.2712 -48 51 39
tau+ 0 1.78 114.053 -80 77 -26 tau- 0 1.78 137.87 115 -62 -44
b_quark 0 4.18 188.304 -111 88 -124 b_quark 0 4.18 175.723 164 -43 46
tau+ 0 1.78 167.455 110 -67 107 tau- 0 1.78 223.761 -173 124 -69
W+ 1 80.4 164.409 -46 -135 -15 W- 1 80.4 267.944 11 228 115
b_quark 0 4.18 169.303 69 -61 -142 b_quark 0 4.18 198.039 -93 148 93
W+ 1 80.4 168.601 103 93 -52 W- 1 80.4 239.819 -180 -35 132
b_quark 0 4.18 190.07 -93 82 144 b_quark 0 4.18 228.586 32 -141 -177
b_quark 0 4.18 55.4209 47 29 -2 b_quark 0 4.18 145.084 -130 64 6
b_quark 0 4.18 96.3456 0 -47 84 b_quark 0 4.18 101.664 97 -3 -30
b_quark 0 4.18 136.805 100 -93 7 b_quark 0 4.18 115.145 -52 76 -69
b_quark 0 4.18 78.1439 -29 -8 -72 b_quark 0 4.18 111.209 110 5 15
b_quark 0 4.18 173.351 -120 -108 -63 b_quark 0 4.18 299.056 160 204 149
W+ 1 80.4 99.9108 42 -23 -35 W- 1 80.4 128.055 51 63 58
Z 1 91.2 152.13 11 -92 -79 Z 1 91.2 196.712 55 52 157
b_quark 0 4.18 215.591 -93 -138 -137 b_quark 0 4.18 202.757 145 72 122
b_quark 0 4.18 170.715 131 106 27 b_quark 0 4.18 203.614 -126 -154 43
b_quark 0 4.18 79.4762 13 37 69 b_quark 0 4.18 47.1961 25 -36 17
b_quark 0 4.18 165.004 68 144 43 b_quark 0 4.18 215.531 -54 -176 -112
b_quark 0 4.18 152.985 121 39 -85 b_quark 0 4.18 114.361 -114 4 7
b_quark 0 4.18 89.1149 -72 6 52 b_quark 0 4.18 100.824 -4 36 -94
b_quark 0 4.18 212.425 137 -133 -93 b_quark 0 4.18 239.045 -108 106 185
b_quark 0 4.18 170.738 138 -99 17 b_quark 0 4.18 227.731 -168 146 48
b_quark 0 4.18 219.325 -141 83 146 b_quark 0 4.18 317.374 220 -170 -153
W+ 1 80.4 143.228 -45 108 19 W- 1 80.4 152.096 -48 -114 -37
b_quark 0 4.18 146.443 138 40 -28 b_quark 0 4.18 275.64 -236 -130 58
b_quark 0 4.18 180.062 -89 -128 -90 b_quark 0 4.18 260.053 124 175 147
b_quark 0 4.18 168.022 -146 3 -83 b_quark 0 4.18 119.363 118 -15 -9
tau+ 0 1.78 139.818 -41 93 -96 tau- 0 1.78 203.657 80 -108 153
tau+ 0 1.78 211.259 141 145 61 tau- 0 1.78 241.054 -92 -218 -46
Z 1 91.2 203.628 -135 51 -111 Z 1 91.2 244.496 200 -70 81
b_quark 0 4.18 213.369 -142 -127 96 b_quark 0 4.18 114.706 108 30 -24
b_quark 0 4.18 135.682 -54 -124 10 b_quark 0 4.18 212.724 1 212 -17
b_quark 0 4.18 203.092 128 -134 -83 b_quark 0 4.18 275.046 -209 116 136
W+ 1 80.4 128.211 -30 95 -7 W- 1 80.4 155.853 109 -77 4
b_quark 0 4.18 169.126 -96 -41 -133 b_quark 0 4.18 196.353 140 84 109
W+ 1 80.4 190.547 48 -126 108 W- 1 80.4 192.977 10 174 -20
b_quark 0 4.18 121.583 -85 -54 68 b_quark 0 4.18 173.143 156 45 -60
W+ 1 80.4 193.977 71 -141 -79 W- 1 80.4 235.239 20 148 163
b_quark 0 4.18 168.602 24 -77 148 b_quark 0 4.18 154.306 -82 38 -125
b_quark 0 4.18 173.102 -101 39 -135 b_quark 0 4.18 192.009 124 57 135
W+ 1 80.4 158.411 -81 90 63 W- 1 80.4 240.286 181 -4 -136
b_quark 0 4.18 138.504 -125 -25 -54 b_quark 0 4.18 214.92 149 -16 154
b_quark 0 4.18 157.377 -127 35 86 b_quark 0 4.18 219.286 188 -103 -46
b_quark 0 4.18 187.1 122 -128 -61 b_quark 0 4.18 276.556 -64 217 159
b_quark 0 4.18 164.142 -85 118 -76 b_quark 0 4.18 187.389 88 -157 52
b_quark 0 4.18 41.1761 -21 -34 -9 b_quark 0 4.18 93.0079 -44 -44 -69
b_quark 0 4.18 205.471 -68 149 124 b_quark 0 4.18 243.24 86 -226 -26
W+ 1 80.4 174.657 36 101 -112 W- 1 80.4 210.936 -75 -169 62
b_quark 0 4.18 29.7569 6 -24 -16 b_quark 0 4.18 128.103 24 124 21
b_quark 0 4.18 68.4067 -43 53 -2 b_quark 0 4.18 119.141 -33 -68 -92
W+ 1 80.4 195.812 26 139 109 W- 1 80.4 160.581 -20 -119 -69
b_quark 0 4.18 175.95 -21 112 -134 b_quark 0 4.18 247.432 46 -160 183
W+ 1 80.4 172.989 112 -81 -66 W- 1 80.4 234.611 -171 136 -29
b_quark 0 4.18 100.898 -35 87 37 b_quark 0 4.18 89.0139 11 -84 27
b_quark 0 4.18 93.4905 -5 -93 7 b_quark 0 4.18 97.2804 54 53 -61
b_quark 0 4.18 141.161 135 28 30 b_quark 0 4.18 220.933 -188 -101 -57
b_quark 0 4.18 212.496 131 -74 -150 b_quark 0 4.18 275.627 -214 131 114
b_quark 0 4.18 211.065 73 -141 139 b_quark 0 4.18 244.021 -2 170 -175
W+ 1 80.4 142.976 -21 9 -116 W- 1 80.4 222.228 66 -63 186
b_quark 0 4.18 125.517 -101 44 60 b_quark 0 4.18 183.25 175 -47 27
W+ 1 80.4 82.5661 -16 -4 9 W- 1 80.4 123.811 -82 46 -5
W+ 1 80.4 220.622 -57 -144 -135 W- 1 80.4 307.326 -26 222 195
b_quark 0 4.18 180.96 85 -148 60 b_quark 0 4.18 199.598 -37 182 -73
b_quark 0 4.18 130.899 -14 36 -125 b_quark 0 4.18 191.328 88 -51 162
W+ 1 80.4 153.063 -44 68 -102 W- 1 80.4 135.99 -42 -101 8
b_quark 0 4.18 155.793 -43 -146 33 b_quark 0 4.18 247.894 -41 232 -77
b_quark 0 4.18 128.715 27 14 125 b_quark 0 4.18 216.821 64 7 -207
tau+ 0 1.78 205.736 -142 -128 76 tau- 0 1.78 268.099 227 109 -92
b_quark 0 4.18 165.325 107 -121 35 b_quark 0 4.18 95.1445 -29 25 -87
b_quark 0 4.18 216.821 -148 -147 59 b_quark 0 4.18 199.558 141 55 -130
b_quark 0 4.18 192.566 -112 -142 66 b_quark 0 4.18 115.145 52 84 -59
b_quark 0 4.18 173.766 148 23 88 b_quark 0 4.18 168.495 -104 -54 -121
W+ 1 80.4 146.554 -53 -51 -98 W- 1 80.4 163.212 -31 138 13
b_quark 0 4.18 131.47 7 -33 -127 b_quark 0 4.18 226.147 -25 120 190
b_quark 0 4.18 183.097 61 119 125 b_quark 0 4.18 265.581 -132 -186 -136
b_quark 0 4.18 199.556 99 -140 -102 b_quark 0 4.18 221.435 -146 90 140
W+ 1 80.4 172.841 -91 0 -123 W- 1 80.4 119.353 18 -76 41
b_quark 0 4.18 147.076 -65 -42 -125 b_quark 0 4.18 82.6346 -21 -21 77
b_quark 0 4.18 145.504 52 -99 93 b_quark 0 4.18 102.364 -68 19 -74
b_quark 0 4.18 99.476 -67 58 45 b_quark 0 4.18 151.761 93 -26 -117
b_quark 0 4.18 107.38 -28 27 -100 b_quark 0 4.18 126.639 104 -52 50
b_quark 0 4.18 153.1 -129 34 75 b_quark 0 4.18 119.241 78 -89 -14
b_quark 0 4.18 103.254 28 98 16 b_quark 0 4.18 176.597 5 -138 -110
b_quark 0 4.18 176.336 -120 -111 66 b_quark 0 4.18 192.329 107 90 -132
W+ 1 80.4 185.306 -123 -107 -36 W- 1 80.4 286.688 222 99 129
b_quark 0 4.18 69.9105 45 27 46 b_quark 0 4.18 135.005 -132 -1 -28
b_quark 0 4.18 202.357 117 71 -149 b_quark 0 4.18 215.969 -150 -146 53
b_quark 0 4.18 90.8596 -1 -29 -86 b_quark 0 4.18 134.709 -80 95 52
b_quark 0 4.18 175.21 142 41 -94 b_quark 0 4.18 165.842 -101 -122 49
b_quark 0 4.18 125.903 -80 -85 -47 b_quark 0 4.18 188.71 131 48 127
b_quark 0 4.18 201.043 -116 -71 -148 b_quark 0 4.18 231.233 81 147 159
W+ 1 80.4 214.963 145 -108 -84 W- 1 80.4 264.046 -234 90 20
b_quark 0 4.18 174.612 -102 122 72 b_quark 0 4.18 199.077 67 -135 -130
b_quark 0 4.18 168.129 76 107 -105 b_quark 0 4.18 237.216 9 -162 173
b_quark 0 4.18 157.205 -90 60 114 b_quark 0 4.18 255.295 159 -111 -166
b_quark 0 4.18 189.912 87 144 88 b_quark 0 4.18 231.494 -38 -228 -12
W+ 1 80.4 135.57 -59 -75 -53 W- 1 80.4 143.165 -24 116 0
W+ 1 80.4 84.458 -11 -22 8 W- 1 80.4 93.7292 -8 -41 -24
b_quark 0 4.18 200.458 -107 -141 -94 b_quark 0 4.18 193.335 99 142 86
W+ 1 80.4 172.152 100 -106 -44 W- 1 80.4 188.873 -78 151 18
Z 1 91.2 215.375 127 -84 122 Z 1 91.2 321.576 -150 165 -213
b_quark 0 4.18 106.162 -71 -46 -64 b_quark 0 4.18 107.175 104 22 13
b_quark 0 4.18 104.688 -5 81 66 b_quark 0 4.18 123.695 89 -51 -69
b_quark 0 4.18 163.228 -129 39 -92 b_quark 0 4.18 137.242 55 -103 72
b_quark 0 4.18 129.821 -100 -44 70 b_quark 0 4.18 138.052 16 112 -79
b_quark 0 4.18 110.415 -7 91 62 b_quark 0 4.18 119.614 60 -103 9
b_quark 0 4.18 151.709 -115 -62 77 b_quark 0 4.18 222.878 153 162 2
b_quark 0 4.18 167.998 101 -134 7 b_quark 0 4.18 170.357 -110 130 2
b_quark 0 4.18 116.531 -16 -9 -115 b_quark 0 4.18 82.7313 13 -77 27
tau+ 0 1.78 159.985 102 -92 -82 tau- 0 1.78 107.462 -40 99 12
b_quark 0 4.18 125.772 16 64 -107 b_quark 0 4.18 109.391 58 -64 67
b_quark 0 4.18 190.217 -130 -121 68 b_quark 0 4.18 229.265 106 203 10
b_quark 0 4.18 66.6444 66 -8 -2 b_quark 0 4.18 77.1134 -48 -59 12
W+ 1 80.4 92.6831 31 -18 29 W- 1 80.4 140.322 -101 -55 0
b_quark 0 4.18 111.079 -101 -26 38 b_quark 0 4.18 183.288 132 -67 -108
b_quark 0 4.18 131.436 -92 -35 87 b_quark 0 4.18 102.017 83 -51 -30
b_quark 0 4.18 182.328 -84 149 -63 b_quark 0 4.18 218.427 29 -216 -14
b_quark 0 4.18 183.925 3 131 -129 b_quark 0 4.18 115.678 28 -104 42
W+ 1 80.4 191.11 -33 -137 101 W- 1 80.4 209.364 -55 90 -162
W+ 1 80.4 137.583 -83 -70 -26 W- 1 80.4 203.775 70 168 44
b_quark 0 4.18 174.182 143 -48 87 b_quark 0 4.18 232.911 -215 42 -79
b_quark 0 4.18 186.728 123 140 -11 b_quark 0 4.18 128.715 -55 -103 54
b_quark 0 4.18 211.727 101 -143 -119 b_quark 0 4.18 247.733 -51 153 188
b_quark 0 4.18 124.236 -112 32 -43 b_quark 0 4.18 179.721 47 -128 117
tau+ 0 1.78 154.884 -44 -21 -147 tau- 0 1.78 201.279 117 -30 161
W+ 1 80.4 180.793 -134 -45 79 W- 1 80.4 153.581 49 121 -9
b_quark 0 4.18 191.524 -68 -138 114 b_quark 0 4.18 177.343 33 170 -38
b_quark 0 4.18 195.068 95 97 140 b_quark 0 4.18 189.68 -118 -121 -86
b_quark 0 4.18 206.045 68 137 138 b_quark 0 4.18 77.9517 15 -53 -55
W+ 1 80.4 202.537 139 -80 94 W- 1 80.4 190.773 -120 37 -119
b_quark 0 4.18 144.608 -137 42 19 b_quark 0 4.18 165.044 161 26 25
b_quark 0 4.18 136.666 50 -124 -28 b_quark 0 4.18 138.908 -135 27 18
b_quark 0 4.18 173.973 -68 -125 -100 b_quark 0 4.18 246.551 157 180 61
W+ 1 80.4 190.376 -95 123 -75 W- 1 80.4 216.788 1 -196 46
b_quark 0 4.18 160.348 -123 97 -34 b_quark 0 4.18 122.419 70 -87 50
W+ 1 80.4 186.446 -111 -64 -109 W- 1 80.4 243.372 54 125 185
b_quark 0 4.18 226.977 128 131 134 b_quark 0 4.18 186.768 -98 -131 -90
tau+ 0 1.78 197.515 98 107 -134 tau- 0 1.78 218.989 -60 -168 127
b_quark 0 4.18 162.43 -3 146 71 b_quark 0 4.18 142.28 -97 -76 -71
b_quark 0 4.18 182.544 135 14 -122 b_quark 0 4.18 307.318 -231 -95 179
b_quark 0 4.18 160.067 -148 10 60 b_quark 0 4.18 201.882 155 -55 -117
b_quark 0 4.18 87.2839 -4 87 -4 b_quark 0 4.18 100.367 94 -32 14
b_quark 0 4.18 170.19 -41 145 -79 b_quark 0 4.18 234.39 68 -224 -11
b_quark 0 4.18 88.6085 47 -72 -21 b_quark 0 4.18 164.388 -146 47 -59
b_quark 0 4.18 187.839 -144 -47 -111 b_quark 0 4.18 198.611 52 -50 185
W+ 1 80.4 147.625 66 37 -98 W- 1 80.4 104.562 -20 15 62
b_quark 0 4.18 218.363 -90 -147 -134 b_quark 0 4.18 119.208 34 109 34
b_quark 0 4.18 156.654 105 -77 87 b_quark 0 4.18 262.854 -109 175 -163
W+ 1 80.4 216.89 -52 132 143 W- 1 80.4 273.929 -16 -229 -126
W+ 1 80.4 199.625 69 -140 95 W- 1 80.4 201.053 -107 147 -30
b_quark 0 4.18 194.359 -97 -107 -130 b_quark 0 4.18 251.449 178 150 95
b_quark 0 4.18 201.19 -150 82 -106 b_quark 0 4.18 174.778 145 -87 44
